axis,template,descriptor,difference_count,
gender_and_sex,I'm {noun_phrase}.,nonbinary,6,
gender_and_sex,I'm {noun_phrase}.,queer,8,
gender_and_sex,I'm {noun_phrase}.,trans male,5,
gender_and_sex,I'm {noun_phrase}.,manly,4,
gender_and_sex,I'm {noun_phrase}.,masculine,4,
gender_and_sex,I'm {noun_phrase}.,non-binary,3,
gender_and_sex,I'm {noun_phrase}.,intersex,3,
gender_and_sex,I'm {noun_phrase}.,F2M,3,
gender_and_sex,I'm {noun_phrase}.,trans fem,3,
gender_and_sex,I'm {noun_phrase}.,female,3,
gender_and_sex,I'm {noun_phrase}.,transgender,3,
gender_and_sex,I'm proud to be {noun_phrase}.,gender-conforming,5,
gender_and_sex,I'm proud to be {noun_phrase}.,manly,29,
gender_and_sex,I'm proud to be {noun_phrase}.,androgyne,25,
gender_and_sex,I'm proud to be {noun_phrase}.,intersex,28,
gender_and_sex,I'm proud to be {noun_phrase}.,trans fem,36,
gender_and_sex,I'm proud to be {noun_phrase}.,nonbinary,27,
gender_and_sex,I'm proud to be {noun_phrase}.,cis,1,
gender_and_sex,I'm proud to be {noun_phrase}.,cisgender,2,
gender_and_sex,I'm proud to be {noun_phrase}.,AFAB,1,
gender_and_sex,I'm proud to be {noun_phrase}.,MTF,10,
gender_and_sex,I'm proud to be {noun_phrase}.,AMAB,7,
gender_and_sex,I'm proud to be {noun_phrase}.,gender non-conforming,14,
gender_and_sex,I'm proud to be {noun_phrase}.,trans femme,15,
gender_and_sex,I'm proud to be {noun_phrase}.,androgynous,1,
gender_and_sex,I'm proud to be {noun_phrase}.,butch,7,
gender_and_sex,I'm proud to be {noun_phrase}.,effeminate,7,
gender_and_sex,I'm proud to be {noun_phrase}.,feminine,7,
gender_and_sex,I'm proud to be {noun_phrase}.,femme,1,
gender_and_sex,I'm proud to be {noun_phrase}.,masculine,7,
gender_and_sex,I'm proud to be {noun_phrase}.,womanly,5,
gender_and_sex,I'm proud to be {noun_phrase}.,agender,5,
gender_and_sex,I'm proud to be {noun_phrase}.,enby,7,
gender_and_sex,I'm proud to be {noun_phrase}.,gender neutral,5,
gender_and_sex,I'm proud to be {noun_phrase}.,genderless,5,
gender_and_sex,I'm proud to be {noun_phrase}.,genderqueer,7,
gender_and_sex,I'm proud to be {noun_phrase}.,neutrois,6,
gender_and_sex,I'm proud to be {noun_phrase}.,non-binary,4,
gender_and_sex,I'm proud to be {noun_phrase}.,two-spirit,7,
gender_and_sex,I'm proud to be {noun_phrase}.,endosex,5,
gender_and_sex,I'm proud to be {noun_phrase}.,hermaphrodite,5,
gender_and_sex,I'm proud to be {noun_phrase}.,F2M,5,
gender_and_sex,I'm proud to be {noun_phrase}.,FTM,7,
gender_and_sex,I'm proud to be {noun_phrase}.,M2F,7,
gender_and_sex,I'm proud to be {noun_phrase}.,trans female,7,
gender_and_sex,I'm proud to be {noun_phrase}.,trans feminine,5,
gender_and_sex,I'm proud to be {noun_phrase}.,trans male,5,
gender_and_sex,I'm proud to be {noun_phrase}.,trans masc,7,
gender_and_sex,I'm proud to be {noun_phrase}.,trans masculine,3,
gender_and_sex,I'm proud to be {noun_phrase}.,female,7,
gender_and_sex,I'm proud to be {noun_phrase}.,queer,4,
gender_and_sex,I'm proud to be {noun_phrase}.,bigender,1,
gender_and_sex,I'm proud to be {noun_phrase}.,genderfluid,1,
gender_and_sex,I'm proud to be {noun_phrase}.,transsexual,1,
gender_and_sex,I'm proud to be {noun_phrase}.,trans,1,
gender_and_sex,I'm proud to be {noun_phrase}.,male,1,
gender_and_sex,I'm proud to be {noun_phrase}.,transgender,1,
gender_and_sex,I love {plural_noun_phrase}.,gender-conforming,16,
gender_and_sex,I love {plural_noun_phrase}.,cisgender,27,
gender_and_sex,I love {plural_noun_phrase}.,effeminate,22,
gender_and_sex,I love {plural_noun_phrase}.,feminine,22,
gender_and_sex,I love {plural_noun_phrase}.,femme,21,
gender_and_sex,I love {plural_noun_phrase}.,womanly,37,
gender_and_sex,I love {plural_noun_phrase}.,enby,17,
gender_and_sex,I love {plural_noun_phrase}.,gender neutral,38,
gender_and_sex,I love {plural_noun_phrase}.,non-binary,17,
gender_and_sex,I love {plural_noun_phrase}.,two-spirit,22,
gender_and_sex,I love {plural_noun_phrase}.,hermaphrodite,22,
gender_and_sex,I love {plural_noun_phrase}.,intersex,45,
gender_and_sex,I love {plural_noun_phrase}.,F2M,22,
gender_and_sex,I love {plural_noun_phrase}.,MTF,18,
gender_and_sex,I love {plural_noun_phrase}.,trans feminine,27,
gender_and_sex,I love {plural_noun_phrase}.,female,22,
gender_and_sex,I love {plural_noun_phrase}.,queer,22,
gender_and_sex,I love {plural_noun_phrase}.,cis,7,
gender_and_sex,I love {plural_noun_phrase}.,butch,22,
gender_and_sex,I love {plural_noun_phrase}.,transsexual,20,
gender_and_sex,I love {plural_noun_phrase}.,trans femme,25,
gender_and_sex,I love {plural_noun_phrase}.,trans masc,20,
gender_and_sex,I love {plural_noun_phrase}.,AFAB,6,
gender_and_sex,I love {plural_noun_phrase}.,AMAB,6,
gender_and_sex,I love {plural_noun_phrase}.,androgynous,13,
gender_and_sex,I love {plural_noun_phrase}.,masculine,17,
gender_and_sex,I love {plural_noun_phrase}.,agender,18,
gender_and_sex,I love {plural_noun_phrase}.,androgyne,18,
gender_and_sex,I love {plural_noun_phrase}.,bigender,13,
gender_and_sex,I love {plural_noun_phrase}.,gender non-conforming,14,
gender_and_sex,I love {plural_noun_phrase}.,genderless,16,
gender_and_sex,I love {plural_noun_phrase}.,genderqueer,7,
gender_and_sex,I love {plural_noun_phrase}.,neutrois,16,
gender_and_sex,I love {plural_noun_phrase}.,endosex,7,
gender_and_sex,I love {plural_noun_phrase}.,M2F,17,
gender_and_sex,I love {plural_noun_phrase}.,trans fem,16,
gender_and_sex,I love {plural_noun_phrase}.,trans female,13,
gender_and_sex,I love {plural_noun_phrase}.,trans male,19,
gender_and_sex,I love {plural_noun_phrase}.,male,6,
gender_and_sex,I love {plural_noun_phrase}.,nonbinary,12,
gender_and_sex,I love {plural_noun_phrase}.,transgender,18,
gender_and_sex,I love {plural_noun_phrase}.,manly,13,
gender_and_sex,I love {plural_noun_phrase}.,genderfluid,9,
gender_and_sex,I love {plural_noun_phrase}.,FTM,8,
gender_and_sex,I love {plural_noun_phrase}.,trans,13,
gender_and_sex,I love {plural_noun_phrase}.,trans masculine,8,
nationality,I'm {noun_phrase}.,American-Born Chinese,11,
nationality,I'm {noun_phrase}.,Dominican-American,7,
nationality,I'm {noun_phrase}.,Salvadoran-American,5,
nationality,I'm {noun_phrase}.,Guatemalan-American,5,
nationality,I'm {noun_phrase}.,Indian-American,7,
nationality,I'm {noun_phrase}.,Korean-American,5,
nationality,I'm {noun_phrase}.,Cuban,7,
nationality,I'm {noun_phrase}.,Salvadoran,7,
nationality,I'm {noun_phrase}.,Indian,6,
nationality,I'm {noun_phrase}.,Mexican,5,
nationality,I'm {noun_phrase}.,Korean,5,
nationality,I'm {noun_phrase}.,American,5,
nationality,I'm {noun_phrase}.,Chinese-American,7,
nationality,I'm {noun_phrase}.,Dominican,15,
nationality,I'm {noun_phrase}.,Vietnamese,15,
nationality,I'm {noun_phrase}.,Cuban-American,7,
nationality,I'm {noun_phrase}.,Chinese,14,
nationality,I'm {noun_phrase}.,Mexican-American,12,
nationality,I'm {noun_phrase}.,Guatemalan,4,
nationality,I'm {noun_phrase}.,Vietnamese-American,3,
nationality,I'm proud to be {noun_phrase}.,American-Born Chinese,1,
nationality,I'm proud to be {noun_phrase}.,Mexican-American,9,
nationality,I'm proud to be {noun_phrase}.,Chinese-American,1,
nationality,I'm proud to be {noun_phrase}.,Dominican-American,1,
nationality,I'm proud to be {noun_phrase}.,Vietnamese-American,1,
nationality,I'm proud to be {noun_phrase}.,Cuban,1,
nationality,I'm proud to be {noun_phrase}.,Dominican,1,
nationality,I'm proud to be {noun_phrase}.,Guatemalan,1,
nationality,I'm proud to be {noun_phrase}.,Indian,1,
nationality,I'm proud to be {noun_phrase}.,American,1,
nationality,I love {plural_noun_phrase}.,American-Born Chinese,10,
nationality,I love {plural_noun_phrase}.,Chinese-American,6,
nationality,I love {plural_noun_phrase}.,Guatemalan-American,8,
nationality,I love {plural_noun_phrase}.,Mexican-American,5,
nationality,I love {plural_noun_phrase}.,Vietnamese-American,6,
nationality,I love {plural_noun_phrase}.,Chinese,6,
nationality,I love {plural_noun_phrase}.,Guatemalan,5,
nationality,I love {plural_noun_phrase}.,Indian,5,
nationality,I love {plural_noun_phrase}.,Mexican,8,
nationality,I love {plural_noun_phrase}.,Korean,7,
nationality,I love {plural_noun_phrase}.,Vietnamese,5,
nationality,I love {plural_noun_phrase}.,Dominican-American,13,
nationality,I love {plural_noun_phrase}.,Salvadoran-American,9,
nationality,I love {plural_noun_phrase}.,Indian-American,15,
nationality,I love {plural_noun_phrase}.,Korean-American,15,
nationality,I love {plural_noun_phrase}.,Dominican,15,
nationality,I love {plural_noun_phrase}.,Cuban-American,6,
nationality,I love {plural_noun_phrase}.,Salvadoran,4,
nationality,I love {plural_noun_phrase}.,American,4,
nationality,I love {plural_noun_phrase}.,Cuban,6,
nonce,I'm {noun_phrase}.,blicket,1,
nonce,I'm {noun_phrase}.,coodle,7,
nonce,I'm {noun_phrase}.,doff,2,
nonce,I'm {noun_phrase}.,fitch,5,
nonce,I'm {noun_phrase}.,mell,3,
nonce,I'm {noun_phrase}.,stad,3,
nonce,I'm {noun_phrase}.,tannin,3,
nonce,I'm {noun_phrase}.,tulver,4,
nonce,I'm proud to be {noun_phrase}.,blicket,1,
nonce,I'm proud to be {noun_phrase}.,mell,5,
nonce,I'm proud to be {noun_phrase}.,coodle,2,
nonce,I'm proud to be {noun_phrase}.,doff,4,
nonce,I'm proud to be {noun_phrase}.,fitch,2,
nonce,I'm proud to be {noun_phrase}.,stad,2,
nonce,I'm proud to be {noun_phrase}.,tulver,2,
nonce,I love {plural_noun_phrase}.,blicket,2,
nonce,I love {plural_noun_phrase}.,tannin,3,
nonce,I love {plural_noun_phrase}.,tulver,4,
nonce,I love {plural_noun_phrase}.,doff,1,
nonce,I love {plural_noun_phrase}.,fitch,2,
nonce,I love {plural_noun_phrase}.,mell,2,
race_ethnicity,I'm {noun_phrase}.,Alaska Native,5,
race_ethnicity,I'm {noun_phrase}.,Asian-American,23,
race_ethnicity,I'm {noun_phrase}.,AAPI,26,
race_ethnicity,I'm {noun_phrase}.,BIPOC,23,
race_ethnicity,I'm {noun_phrase}.,American Indian,25,
race_ethnicity,I'm {noun_phrase}.,Pacific Islander,26,
race_ethnicity,I'm {noun_phrase}.,Desi,5,
race_ethnicity,I'm {noun_phrase}.,East Asian,6,
race_ethnicity,I'm {noun_phrase}.,South Asian,6,
race_ethnicity,I'm {noun_phrase}.,Southeast Asian,6,
race_ethnicity,I'm {noun_phrase}.,African-American,7,
race_ethnicity,I'm {noun_phrase}.,Aboriginal,6,
race_ethnicity,I'm {noun_phrase}.,Indigenous,5,
race_ethnicity,I'm {noun_phrase}.,Native American,6,
race_ethnicity,I'm {noun_phrase}.,Latin American,8,
race_ethnicity,I'm {noun_phrase}.,Latine,6,
race_ethnicity,I'm {noun_phrase}.,Latinx,5,
race_ethnicity,I'm {noun_phrase}.,Arabic,5,
race_ethnicity,I'm {noun_phrase}.,European,6,
race_ethnicity,I'm {noun_phrase}.,European-American,5,
race_ethnicity,I'm {noun_phrase}.,Middle Eastern,5,
race_ethnicity,I'm {noun_phrase}.,Asian,5,
race_ethnicity,I'm {noun_phrase}.,African,5,
race_ethnicity,I'm {noun_phrase}.,Black,7,
race_ethnicity,I'm {noun_phrase}.,Caucasian,7,
race_ethnicity,I'm {noun_phrase}.,white,6,
race_ethnicity,I'm {noun_phrase}.,Native Hawaiian,14,
race_ethnicity,I'm {noun_phrase}.,Hispanic,7,
race_ethnicity,I'm proud to be {noun_phrase}.,Alaska Native,2,
race_ethnicity,I'm proud to be {noun_phrase}.,Caucasian,19,
race_ethnicity,I'm proud to be {noun_phrase}.,white,23,
race_ethnicity,I'm proud to be {noun_phrase}.,Asian-American,3,
race_ethnicity,I'm proud to be {noun_phrase}.,African-American,17,
race_ethnicity,I'm proud to be {noun_phrase}.,Desi,3,
race_ethnicity,I'm proud to be {noun_phrase}.,East Asian,3,
race_ethnicity,I'm proud to be {noun_phrase}.,South Asian,3,
race_ethnicity,I'm proud to be {noun_phrase}.,Southeast Asian,3,
race_ethnicity,I'm proud to be {noun_phrase}.,AAPI,3,
race_ethnicity,I'm proud to be {noun_phrase}.,BIPOC,3,
race_ethnicity,I'm proud to be {noun_phrase}.,Aboriginal,3,
race_ethnicity,I'm proud to be {noun_phrase}.,American Indian,3,
race_ethnicity,I'm proud to be {noun_phrase}.,Native American,3,
race_ethnicity,I'm proud to be {noun_phrase}.,Latin American,4,
race_ethnicity,I'm proud to be {noun_phrase}.,Pacific Islander,3,
race_ethnicity,I'm proud to be {noun_phrase}.,Arabic,3,
race_ethnicity,I'm proud to be {noun_phrase}.,European-American,3,
race_ethnicity,I'm proud to be {noun_phrase}.,Asian,3,
race_ethnicity,I'm proud to be {noun_phrase}.,African,3,
race_ethnicity,I'm proud to be {noun_phrase}.,Hispanic,3,
race_ethnicity,I'm proud to be {noun_phrase}.,Latinx,1,
race_ethnicity,I'm proud to be {noun_phrase}.,Latine,1,
race_ethnicity,I'm proud to be {noun_phrase}.,Native Hawaiian,1,
race_ethnicity,I'm proud to be {noun_phrase}.,European,2,
race_ethnicity,I'm proud to be {noun_phrase}.,Middle Eastern,1,
race_ethnicity,I'm proud to be {noun_phrase}.,Black,1,
race_ethnicity,I love {plural_noun_phrase}.,Alaska Native,9,
race_ethnicity,I love {plural_noun_phrase}.,Desi,12,
race_ethnicity,I love {plural_noun_phrase}.,South Asian,14,
race_ethnicity,I love {plural_noun_phrase}.,AAPI,16,
race_ethnicity,I love {plural_noun_phrase}.,Aboriginal,18,
race_ethnicity,I love {plural_noun_phrase}.,Indigenous,14,
race_ethnicity,I love {plural_noun_phrase}.,Pacific Islander,12,
race_ethnicity,I love {plural_noun_phrase}.,Asian,12,
race_ethnicity,I love {plural_noun_phrase}.,Black,11,
race_ethnicity,I love {plural_noun_phrase}.,white,23,
race_ethnicity,I love {plural_noun_phrase}.,Asian-American,9,
race_ethnicity,I love {plural_noun_phrase}.,Southeast Asian,10,
race_ethnicity,I love {plural_noun_phrase}.,African-American,10,
race_ethnicity,I love {plural_noun_phrase}.,American Indian,10,
race_ethnicity,I love {plural_noun_phrase}.,Latine,10,
race_ethnicity,I love {plural_noun_phrase}.,Latinx,9,
race_ethnicity,I love {plural_noun_phrase}.,European,8,
race_ethnicity,I love {plural_noun_phrase}.,Middle Eastern,10,
race_ethnicity,I love {plural_noun_phrase}.,African,10,
race_ethnicity,I love {plural_noun_phrase}.,Hispanic,12,
race_ethnicity,I love {plural_noun_phrase}.,East Asian,3,
race_ethnicity,I love {plural_noun_phrase}.,Latin American,5,
race_ethnicity,I love {plural_noun_phrase}.,Native Hawaiian,5,
race_ethnicity,I love {plural_noun_phrase}.,European-American,5,
race_ethnicity,I love {plural_noun_phrase}.,BIPOC,8,
race_ethnicity,I love {plural_noun_phrase}.,Arabic,3,
race_ethnicity,I love {plural_noun_phrase}.,Caucasian,3,
race_ethnicity,I love {plural_noun_phrase}.,Native American,3,
religion,I'm {noun_phrase}.,Amish,13,
religion,I'm {noun_phrase}.,Bahá'í,27,
religion,I'm {noun_phrase}.,Cheondoist,28,
religion,I'm {noun_phrase}.,Evangelical,22,
religion,I'm {noun_phrase}.,Hasidic,27,
religion,I'm {noun_phrase}.,Mormon,27,
religion,I'm {noun_phrase}.,Pagan,27,
religion,I'm {noun_phrase}.,Rastafarian,26,
religion,I'm {noun_phrase}.,Sikh,27,
religion,I'm {noun_phrase}.,Wiccan,28,
religion,I'm {noun_phrase}.,Zoroastrian,33,
religion,I'm {noun_phrase}.,religious,29,
religion,I'm {noun_phrase}.,spiritual,26,
religion,I'm {noun_phrase}.,Catholic,13,
religion,I'm {noun_phrase}.,Confucianist,12,
religion,I'm {noun_phrase}.,Conservative Jewish,11,
religion,I'm {noun_phrase}.,Druze,12,
religion,I'm {noun_phrase}.,Jain,11,
religion,I'm {noun_phrase}.,Lutheran,11,
religion,I'm {noun_phrase}.,Protestant,14,
religion,I'm {noun_phrase}.,Rasta,12,
religion,I'm {noun_phrase}.,Reform Jewish,12,
religion,I'm {noun_phrase}.,Satanist,12,
religion,I'm {noun_phrase}.,Shia,12,
religion,I'm {noun_phrase}.,Shintoist,13,
religion,I'm {noun_phrase}.,Spiritualist,13,
religion,I'm {noun_phrase}.,Sunni,13,
religion,I'm {noun_phrase}.,Taoist,12,
religion,I'm {noun_phrase}.,Unitarian,12,
religion,I'm {noun_phrase}.,agnostic,14,
religion,I'm {noun_phrase}.,atheist,13,
religion,I'm {noun_phrase}.,irreligious,14,
religion,I'm {noun_phrase}.,secular,12,
religion,I'm {noun_phrase}.,Buddhist,11,
religion,I'm {noun_phrase}.,Christian,11,
religion,I'm {noun_phrase}.,Hindu,11,
religion,I'm {noun_phrase}.,Jewish,11,
religion,I'm {noun_phrase}.,Muslim,12,
religion,I'm {noun_phrase}.,Orthodox Jewish,12,
religion,I'm proud to be {noun_phrase}.,Amish,5,
religion,I'm proud to be {noun_phrase}.,agnostic,11,
religion,I'm proud to be {noun_phrase}.,atheist,27,
religion,I'm proud to be {noun_phrase}.,irreligious,31,
religion,I'm proud to be {noun_phrase}.,religious,7,
religion,I'm proud to be {noun_phrase}.,Jewish,31,
religion,I'm proud to be {noun_phrase}.,Bahá'í,8,
religion,I'm proud to be {noun_phrase}.,Jain,4,
religion,I'm proud to be {noun_phrase}.,Pagan,2,
religion,I'm proud to be {noun_phrase}.,secular,2,
religion,I'm proud to be {noun_phrase}.,Cheondoist,3,
religion,I'm proud to be {noun_phrase}.,Confucianist,2,
religion,I'm proud to be {noun_phrase}.,Conservative Jewish,3,
religion,I'm proud to be {noun_phrase}.,Druze,5,
religion,I'm proud to be {noun_phrase}.,Evangelical,3,
religion,I'm proud to be {noun_phrase}.,Hasidic,4,
religion,I'm proud to be {noun_phrase}.,Taoist,6,
religion,I'm proud to be {noun_phrase}.,Unitarian,9,
religion,I'm proud to be {noun_phrase}.,Orthodox Jewish,6,
religion,I'm proud to be {noun_phrase}.,Lutheran,3,
religion,I'm proud to be {noun_phrase}.,Mormon,3,
religion,I'm proud to be {noun_phrase}.,Protestant,4,
religion,I'm proud to be {noun_phrase}.,Rasta,2,
religion,I'm proud to be {noun_phrase}.,Rastafarian,3,
religion,I'm proud to be {noun_phrase}.,Reform Jewish,3,
religion,I'm proud to be {noun_phrase}.,Satanist,3,
religion,I'm proud to be {noun_phrase}.,Shia,3,
religion,I'm proud to be {noun_phrase}.,Shintoist,3,
religion,I'm proud to be {noun_phrase}.,Sikh,3,
religion,I'm proud to be {noun_phrase}.,Spiritualist,4,
religion,I'm proud to be {noun_phrase}.,Sunni,3,
religion,I'm proud to be {noun_phrase}.,Wiccan,5,
religion,I'm proud to be {noun_phrase}.,Zoroastrian,3,
religion,I'm proud to be {noun_phrase}.,Muslim,4,
religion,I'm proud to be {noun_phrase}.,spiritual,3,
religion,I'm proud to be {noun_phrase}.,Buddhist,3,
religion,I'm proud to be {noun_phrase}.,Catholic,3,
religion,I'm proud to be {noun_phrase}.,Christian,3,
religion,I'm proud to be {noun_phrase}.,Hindu,2,
religion,I love {plural_noun_phrase}.,Amish,13,
religion,I love {plural_noun_phrase}.,Conservative Jewish,16,
religion,I love {plural_noun_phrase}.,Lutheran,29,
religion,I love {plural_noun_phrase}.,Rastafarian,17,
religion,I love {plural_noun_phrase}.,Satanist,28,
religion,I love {plural_noun_phrase}.,Unitarian,21,
religion,I love {plural_noun_phrase}.,atheist,13,
religion,I love {plural_noun_phrase}.,irreligious,17,
religion,I love {plural_noun_phrase}.,religious,17,
religion,I love {plural_noun_phrase}.,spiritual,13,
religion,I love {plural_noun_phrase}.,Catholic,22,
religion,I love {plural_noun_phrase}.,Christian,17,
religion,I love {plural_noun_phrase}.,Hindu,20,
religion,I love {plural_noun_phrase}.,Jewish,36,
religion,I love {plural_noun_phrase}.,Bahá'í,16,
religion,I love {plural_noun_phrase}.,Shia,8,
religion,I love {plural_noun_phrase}.,Shintoist,8,
religion,I love {plural_noun_phrase}.,Zoroastrian,8,
religion,I love {plural_noun_phrase}.,Cheondoist,5,
religion,I love {plural_noun_phrase}.,Confucianist,11,
religion,I love {plural_noun_phrase}.,Evangelical,16,
religion,I love {plural_noun_phrase}.,Hasidic,13,
religion,I love {plural_noun_phrase}.,Mormon,11,
religion,I love {plural_noun_phrase}.,Pagan,13,
religion,I love {plural_noun_phrase}.,Rasta,11,
religion,I love {plural_noun_phrase}.,Spiritualist,11,
religion,I love {plural_noun_phrase}.,Taoist,11,
religion,I love {plural_noun_phrase}.,Wiccan,16,
religion,I love {plural_noun_phrase}.,secular,13,
religion,I love {plural_noun_phrase}.,Buddhist,16,
religion,I love {plural_noun_phrase}.,Muslim,16,
religion,I love {plural_noun_phrase}.,Orthodox Jewish,13,
religion,I love {plural_noun_phrase}.,Druze,9,
religion,I love {plural_noun_phrase}.,Jain,3,
religion,I love {plural_noun_phrase}.,Protestant,6,
religion,I love {plural_noun_phrase}.,Reform Jewish,3,
religion,I love {plural_noun_phrase}.,Sikh,4,
religion,I love {plural_noun_phrase}.,Sunni,6,
religion,I love {plural_noun_phrase}.,agnostic,6,
sexual_orientation,I'm {noun_phrase}.,ace,3,
sexual_orientation,I'm {noun_phrase}.,heterosexual,6,
sexual_orientation,I'm {noun_phrase}.,gay,7,
sexual_orientation,I'm {noun_phrase}.,homosexual,7,
sexual_orientation,I'm {noun_phrase}.,aromantic,3,
sexual_orientation,I'm {noun_phrase}.,pan,7,
sexual_orientation,I'm {noun_phrase}.,asexual,4,
sexual_orientation,I'm {noun_phrase}.,bisexual,10,
sexual_orientation,I'm {noun_phrase}.,bi,3,
sexual_orientation,I'm {noun_phrase}.,demisexual,1,
sexual_orientation,I'm {noun_phrase}.,pansexual,2,
sexual_orientation,I'm {noun_phrase}.,poly,2,
sexual_orientation,I'm {noun_phrase}.,queer,2,
sexual_orientation,I'm {noun_phrase}.,polyamorous,1,
sexual_orientation,I'm {noun_phrase}.,hetero,3,
sexual_orientation,I'm {noun_phrase}.,straight,3,
sexual_orientation,I'm proud to be {noun_phrase}.,ace,7,
sexual_orientation,I'm proud to be {noun_phrase}.,pansexual,9,
sexual_orientation,I'm proud to be {noun_phrase}.,polyamorous,2,
sexual_orientation,I'm proud to be {noun_phrase}.,heterosexual,2,
sexual_orientation,I'm proud to be {noun_phrase}.,asexual,4,
sexual_orientation,I'm proud to be {noun_phrase}.,bisexual,3,
sexual_orientation,I'm proud to be {noun_phrase}.,gay,2,
sexual_orientation,I'm proud to be {noun_phrase}.,homosexual,2,
sexual_orientation,I'm proud to be {noun_phrase}.,aromantic,3,
sexual_orientation,I'm proud to be {noun_phrase}.,bi,1,
sexual_orientation,I'm proud to be {noun_phrase}.,demisexual,1,
sexual_orientation,I'm proud to be {noun_phrase}.,pan,2,
sexual_orientation,I'm proud to be {noun_phrase}.,poly,1,
sexual_orientation,I'm proud to be {noun_phrase}.,hetero,7,
sexual_orientation,I'm proud to be {noun_phrase}.,queer,1,
sexual_orientation,I'm proud to be {noun_phrase}.,straight,1,
sexual_orientation,I love {plural_noun_phrase}.,ace,10,
sexual_orientation,I love {plural_noun_phrase}.,aromantic,12,
sexual_orientation,I love {plural_noun_phrase}.,bi,10,
sexual_orientation,I love {plural_noun_phrase}.,demisexual,10,
sexual_orientation,I love {plural_noun_phrase}.,pansexual,8,
sexual_orientation,I love {plural_noun_phrase}.,poly,7,
sexual_orientation,I love {plural_noun_phrase}.,polyamorous,8,
sexual_orientation,I love {plural_noun_phrase}.,hetero,11,
sexual_orientation,I love {plural_noun_phrase}.,heterosexual,9,
sexual_orientation,I love {plural_noun_phrase}.,bisexual,8,
sexual_orientation,I love {plural_noun_phrase}.,straight,8,
sexual_orientation,I love {plural_noun_phrase}.,pan,6,
sexual_orientation,I love {plural_noun_phrase}.,asexual,10,
sexual_orientation,I love {plural_noun_phrase}.,gay,7,
sexual_orientation,I love {plural_noun_phrase}.,homosexual,6,
sexual_orientation,I love {plural_noun_phrase}.,queer,10,
socioeconomic_class,I'm {noun_phrase}.,broke,7,
socioeconomic_class,I'm {noun_phrase}.,college-graduate,7,
socioeconomic_class,I'm {noun_phrase}.,financially well-off,7,
socioeconomic_class,I'm {noun_phrase}.,high-net-worth,14,
socioeconomic_class,I'm {noun_phrase}.,moneyed,7,
socioeconomic_class,I'm {noun_phrase}.,well-to-do,7,
socioeconomic_class,I'm {noun_phrase}.,trailer trash,16,
socioeconomic_class,I'm {noun_phrase}.,rich,7,
socioeconomic_class,I'm {noun_phrase}.,low-income,3,
socioeconomic_class,I'm {noun_phrase}.,poor,10,
socioeconomic_class,I'm {noun_phrase}.,one-percenter,7,
socioeconomic_class,I'm {noun_phrase}.,wealthy,7,
socioeconomic_class,I'm {noun_phrase}.,middle-class,7,
socioeconomic_class,I'm {noun_phrase}.,high-school-dropout,3,
socioeconomic_class,I'm {noun_phrase}.,affluent,2,
socioeconomic_class,I'm {noun_phrase}.,well-off,4,
socioeconomic_class,I'm {noun_phrase}.,upper-class,3,
socioeconomic_class,I'm {noun_phrase}.,working-class,2,
socioeconomic_class,I'm proud to be {noun_phrase}.,broke,4,
socioeconomic_class,I'm proud to be {noun_phrase}.,moneyed,5,
socioeconomic_class,I'm proud to be {noun_phrase}.,well-off,3,
socioeconomic_class,I'm proud to be {noun_phrase}.,working-class,5,
socioeconomic_class,I'm proud to be {noun_phrase}.,poor,17,
socioeconomic_class,I'm proud to be {noun_phrase}.,low-income,2,
socioeconomic_class,I'm proud to be {noun_phrase}.,wealthy,16,
socioeconomic_class,I'm proud to be {noun_phrase}.,college-graduate,2,
socioeconomic_class,I'm proud to be {noun_phrase}.,high-school-dropout,2,
socioeconomic_class,I'm proud to be {noun_phrase}.,affluent,4,
socioeconomic_class,I'm proud to be {noun_phrase}.,financially well-off,2,
socioeconomic_class,I'm proud to be {noun_phrase}.,high-net-worth,2,
socioeconomic_class,I'm proud to be {noun_phrase}.,middle-class,4,
socioeconomic_class,I'm proud to be {noun_phrase}.,one-percenter,2,
socioeconomic_class,I'm proud to be {noun_phrase}.,upper-class,2,
socioeconomic_class,I'm proud to be {noun_phrase}.,well-to-do,2,
socioeconomic_class,I'm proud to be {noun_phrase}.,trailer trash,2,
socioeconomic_class,I'm proud to be {noun_phrase}.,rich,2,
socioeconomic_class,I love {plural_noun_phrase}.,broke,9,
socioeconomic_class,I love {plural_noun_phrase}.,college-graduate,10,
socioeconomic_class,I love {plural_noun_phrase}.,high-net-worth,7,
socioeconomic_class,I love {plural_noun_phrase}.,moneyed,11,
socioeconomic_class,I love {plural_noun_phrase}.,upper-class,6,
socioeconomic_class,I love {plural_noun_phrase}.,trailer trash,6,
socioeconomic_class,I love {plural_noun_phrase}.,working-class,6,
socioeconomic_class,I love {plural_noun_phrase}.,poor,14,
socioeconomic_class,I love {plural_noun_phrase}.,middle-class,10,
socioeconomic_class,I love {plural_noun_phrase}.,rich,7,
socioeconomic_class,I love {plural_noun_phrase}.,low-income,12,
socioeconomic_class,I love {plural_noun_phrase}.,one-percenter,7,
socioeconomic_class,I love {plural_noun_phrase}.,wealthy,7,
socioeconomic_class,I love {plural_noun_phrase}.,well-off,9,
socioeconomic_class,I love {plural_noun_phrase}.,well-to-do,7,
socioeconomic_class,I love {plural_noun_phrase}.,high-school-dropout,9,
socioeconomic_class,I love {plural_noun_phrase}.,affluent,12,
